0,1
Jeremy Garelick,3.71
Chris Weitz,3.71
Stephen Merchant,3.71
Leigh Dunlap,3.69
André Batista,3.69
Ralph Farquhar,3.68
Kevin Tenney,3.68
Warren Adler,3.67
Todd Edwards,3.67
Josh Klausner,3.67
Jon Hurwitz,3.66
Henry Gayden,3.66
Choderlos de Laclos,3.65
Joss Whedon,3.65
Mark Stein,3.65
Roland Emmerich,3.65
Charles Fuller,3.64
John Long,3.64
Mary Norton,3.64
Lee Child,3.64
Court Crandall,3.63
Paul Feig,3.63
Brian Doyle-Murray,3.62
Norman Maclean,3.62
Pierre Boulle,3.62
Jeremy Leven,3.62
Tommy Wirkola,3.62
John Garvin,3.62
Michael Green,3.62
Iris Yamashita,3.61
Melissa McCarthy,3.61
Liz Hannah,3.61
Walter Kirn,3.6
Joyce Smith,3.6
Jason Reitman,3.59
Anthony Jaswinski,3.59
Helen Prejean,3.58
John August,3.58
Thomas Bezucha,3.58
Jeff Lowell,3.58
Patrick Read Johnson,3.57
Joseph D. Pistone,3.57
Louis Sachar,3.57
Christopher Isherwood,3.57
Ryan Engle,3.57
Rudy Ricci,3.56
Alan Bennett,3.56
Jane Goldman,3.56
Hamish McColl,3.56
Kevin Hart,3.56
Abby Johnson,3.56
Dhani Lipsius,3.55
Catherine Cyran,3.55
Michele Alexander,3.55
Todd Solondz,3.54
Baz Luhrmann,3.54
Eric Summer,3.54
Sean Moynihan,3.53
Louis Begley,3.53
John Carlin,3.53
Marianne Wibberley,3.53
Lorene Scafaria,3.53
Shibani Bathija,3.53
Bill Dubuque,3.53
Sam Raimi,3.52
Thomas Berger,3.52
Terry McMillan,3.52
Jerry Lewis,3.52
Matt Whiteley,3.51
Christina Welsh,3.51
Laurice Elehwany,3.5
David Weisberg,3.5
Ron Mita,3.5
David Loughery,3.5
Paula Pell,3.5
Rick King,3.48
Ann Peacock,3.48
Lynn Barber,3.48
Drew Pearce,3.48
David Marconi,3.47
Pete Goldfinger,3.47
Lowell Ganz,3.46
Chester Gould,3.46
J.J. Abrams,3.46
Alonzo Brown,3.46
Richard LaGravenese,3.45
Isabelle Sobelman,3.45
Shauna Cross,3.45
Gabe Sachs,3.45
Jon Zack,3.44
Charles F. Bohl,3.44
Mark Wheaton,3.44
Clarence Budington Kelland,3.43
William Diehl,3.42
Mark Hanlon,3.42
Brett Haley,3.42
Gene Roddenberry,3.41
Jake Kasdan,3.41
Ryan Murphy,3.41
Phyllis Nagy,3.41
Masayuki Suô,3.4
Kurt Luedtke,3.39
Victor Nunez,3.39
W. Peter Iliff,3.39
Robert Ben Garant,3.39
Edmond Wong,3.39
David Koepp,3.38
Robert D. San Souci,3.38
Rick Famuyiwa,3.38
Judd Apatow,3.38
Nancy Meyers,3.37
Barry Reed,3.37
Tom Holland,3.37
Tom McLoughlin,3.37
William Nicholson,3.37
Sherman Alexie,3.37
Danny Boyle,3.37
Eric Kripke,3.36
Josh Singer,3.36
Jon Hartmere,3.36
Jack Rosenthal,3.35
Scott Kosar,3.35
Katherine Fugate,3.35
Ethan Coen,3.34
Edmond Rostand,3.34
Elisabeth Sanxay Holding,3.34
Isaac Marion,3.34
Paul Webb,3.34
Akiyoshi Hongo,3.33
Michael LeSieur,3.33
John Kamps,3.32
Hugh Lofting,3.32
Glenn M. Benest,3.31
Kim Wilson,3.31
Carol Fuchs,3.31
Leslie Dixon,3.3
Darryl Quarles,3.3
Jeffrey Caine,3.3
Seth M. Sherwood,3.3
Claude Zidi,3.29
Jaume Balagueró,3.29
Stacey Harman,3.29
Ken Shapiro,3.27
Eddie Murphy,3.27
Frances Mayes,3.27
Frank Hannah,3.27
Alexander Payne,3.26
Chris Sparling,3.26
Alan R. Cohen,3.26
John Michael McDonagh,3.26
Ron Nyswaner,3.25
Ray Nelson,3.25
Mike White,3.25
Glenn Ficarra,3.25
Justin Zackham,3.25
Aaron Guzikowski,3.25
Sheldon Turner,3.24
John Boyne,3.23
John Swetnam,3.23
Patricia Highsmith,3.22
Michael Cooney,3.22
Dennis Feldman,3.21
Anthony Bodden,3.21
Eddie Guzelian,3.21
Thomas Lennon,3.21
Mark Burton,3.2
Don Calame,3.2
Ivan Menchell,3.2
Gigi Levangie,3.19
John Hamburg,3.19
Frank Darabont,3.19
Michael McCullers,3.19
Thomas Malory,3.18
Ronald Harwood,3.18
Jean Genet,3.15
Harry Birckmayer,3.15
Jane Campion,3.14
Nick Hornby,3.14
Elizabeth Young,3.14
